index,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,HelpfulRecords,HasHelpful,weightedRating
885754,B00JFHKE1Y,"[0, 0]",4,"I read wicked rush first so this book answers questions eluded to in the first book. I love these characters and am not so patiently waiting for the 2nd book, our perfect love coming in July. Jessie Evans is my new favorite author!","05 18, 2014",A2LMPW60TIJOIG,K.Banks,great read,1400371200,0.0,False,4.0
213315,B007VA4FTO,"[0, 0]",5,"A short story set in the late 1800s concerning a cowboy, a woman, a mule and a chicken. Funny and interesting. I just love the mule in these stories","08 29, 2013",A11KOY4E1RJZ8S,road warrior,Funny and fun!!,1377734400,0.0,False,5.0
746075,B00H3I2172,"[0, 0]",4,"HOLY FRIGGING MATRIMONY (TANGLED 1.5) by EMMA CHASE65279Drew Evans is back and with a bang!Sorry to disappoint you but we this will not give you the full Drew Evans experience but I will get whatever Emma Chase gives me. Okay. I am a bit disappointed because I didn't expect this book to be a novella. I really thought it's going to be a full length book but it was not. Still, Emma gave the fans of the series the wild side of Drew Evans. That boy is definitely needs some ass kicking. The ruckus he brought in this book was both funny and embarrassing. I want to see the day that he will be waiting in the altar and looking so p*ssy whipped. But I also want him to suffer, just a bit. It seems like he is not ready to get married and settle down and I want to see him work his ass off to convince Kate that he is ready and wants to be a husband.Yes, it was short but at least Emma gave us something. Right? I cannot wait to read 65279Twisted 65279 65279Tamed 65279next year!9829982998299829","12 23, 2013",A1TQYAEFWXVJWV,xoxopimpimxoxo,Short but worth it.,1387756800,0.0,False,4.0
956735,B00KVOTDRQ,"[0, 0]",5,"This series keeps getting better and better. However still needs better editing -- grammatical errors throughout this series are distracting! I loved the story of leading scorer Phillip Anderson bringing his troubled 16-yr old niece Claire home to Nashville with him after his mother and sister die. He thought he was doing the right thing, he was a kid himself when he got out  he had no idea the horrific life Claire lived while he was building his hockey career. Then we have dancer Reese Allen, who seems so cold and aloof, but she's really broken after finding out the love of her life crushed her young heart and dreams, prompting her to leave her blossoming dance career in NY to return home to Nashville and open her dance studio. Reese and Phillip are off limits to each other, but after a ONS, can't get enough of the other. I love their friendship and the banter between them. Phillip is such a wonderful guy but so terrified Reese will bolt if he confesses he wants more with her. I really enjoyed the relationship between Reese, Phillip and Claire, how they came together as a family. Yeah, I'm a huge Assassins fan!","06 17, 2014",A2XK5VAA4Z0722,Tracey475,4.5 stars for Phillip  Reese - best yet in this series,1402963200,0.0,False,5.0
530280,B00CX5V74I,"[0, 0]",5,"This book was amazing. I loved how Avery was the player, not too many books out there like that. I felt like I knew the characters. I really wish there would have been an epilogue. 5 stars,from me","10 13, 2013",A23VKINWRY6J92,Book_Lover79,Awesome,1381622400,0.0,False,5.0
829853,B00IGBVESM,"[0, 0]",5,"An interesting story that had me intrigued from start to finish. This is a suspenseful thriller of good versus evil and one woman's discovery that her life is not what she thought it was. Josephine is thrown into a world she didn't know existed, doesn't understand and definitely wants no part of. A fast paced read full of twists and turns throughout.Gifted a copy for a review","03 16, 2014",AFJO0OZZP1C67,tkdmom,SUSPENSE PACKED!!!!,1394928000,0.0,False,5.0
195685,B007M5H47I,"[0, 0]",5,I WILL BE USING THESE  RECIPES.  I AM GLAD TO NOW  UNDERSTAND ABOUT HUMUS. BOOK IS FRIENDLY IN TONE AND WELL WRITTEN.,"06 23, 2013",A26YRIYICNO8YZ,Loretta Humble lhumble,DEFINITELY A KEEPER,1371945600,0.0,False,5.0
167869,B00701D9LO,"[0, 0]",4,"So, this isn't my sort of novel. At all. However, the writing was simple and yet clever and the store was about what you would expect from a novel like this. It wasn't fully comprehensive, and to be honest the resolution in the story is NOT where you would expect the resolution to be. The ending leaves more questions than answers, but the questions that are answered are the ones you need to have answered by the end of the book. Like what in the Hell is a Truth Rabbit?The novel offers insight into a cop's world while leaving you in the dark. It shows that not all crimes are solved and not all cases go the way they should. It's worth a read, it's a quick novel and Schaffer knows what he's making noise about.","11 28, 2013",A4DO46Z3E2706,S. Grant,Dark With An Unexpected Ending,1385596800,0.0,False,4.0
411712,B00B41AOKA,"[1, 2]",5,"I wanted to read this book because I wanted to get a better understanding about autism in general. Mainly because I have some friends with autism.I think this is a great resource for anyone who want to learn more about autism. This describe many different forms of autism, with there symptoms and causes.If you expect your child might have autism, I think you have a great resource here to understand your child better, which will let you help him better. It goes in dept in all subjects like treatments, medication and how you best can deal with problems. Recommended!","01 25, 2013",A3GU9WILKSYQPU,B. van Dijk,Better understanding of people with autism,1359072000,0.5,True,5.0
762082,B00HDWAZ5I,"[1, 4]",2,Perhaps Miss Gross wrote this as a form of therapy.  Perhaps it made her feel better to have done it.  I hope it has made her feel better.  Personally I think she should put on her big girl panties and deal with it.  There is a time in your life that you just learn from your experiences and go on from there.  This book seemed like a pity party to me.,"01 22, 2014",A1Q22ENA379GLW,rosanne,not impressed,1390348800,0.25,True,2.0
816825,B00I8X696K,"[0, 0]",5,Imagine being in the army  know you can't show love or affection to another when you work with them  then a baby is abandoned  you fall for it @ have to give it up.,"04 7, 2014",A3ES0XIED7769J,Roxanne,(The Army Doctor's) 5.  The army Doctor's Valentine's Baby,1396828800,0.0,False,5.0
86021,B005A7RA88,"[4, 4]",4,"Loved this delightful short story. The characters of Freddie and Samantha are very realistic. It was refreshing to read about regular looking young people with insecurities getting together. Freddie is a geek who looks like one, and Samantha is in a lousy relationship because she does not believe she deserves more. In comes Freddie who treats her better than she has even been treated, which wakes her up. Theirs is an unlikely friendship which blossoms into something beautiful. I recommend this story.","01 10, 2013",A3Q3B6C8LRSCQZ,SEN Books,A delightful short story.,1357776000,1.0,True,4.0
760878,B00HCZU72W,"[2, 3]",5,"This is another one book by Felicia Tatum that I can say I enjoyed. It definitely is leaving me wanting more. The next one can't come out soon enough.Dane keeps thinking of his mystery woman from the Halloween party. He looks all over campus for her and never finds hers.Korah is trying to forget her mystery man because she still can't believe that she did what she did with him.Then, the two of them collide in the most unexpected place. Bio lab.Dane desperately wants to prove to Korah that he can change for her. But can he really?","12 18, 2013",A3F3EB7VPF4PKN,Nikki Clark,Falling in love with this series,1387324800,0.6666666666666666,True,5.0
43119,B004K1F0E6,"[0, 0]",5,"This was a really good read.Wes has  twin brother in a nursing home.  When he hears his brother sustained an injury that was deliberate from staff he decided to investigate the nursing home.  Let the chips fall where they may....even Nurse Becca was angry at his apearance and the resulting State investigation.Family secrets are the basis for all the drama and it comes out a very imaginative way.  I enjoyed this book more than any other's I've read in several weeks.  Life is messy and this book lets it all bubble up to the surface.Once Wes, gets an inturns job at the nursing home.  Things change, it all begins with an unexplained disappearance.  When Wes and the nursing manager, Becca, began to investigate, people began dying.  A long ago accident becomes the center of the investigation.  Wes and Becca flew to the scene and suddenly people began to die.When the truth begins to come out, Wes's world is all going terribly wrong.  People he loved have caused terrible wrongs.  All along, Becca stands by Wes and helps him learn the truth about his family.  The loss Is staggering.I really enjoyed this book.  The plotting was complicated, yet logical enough to work.  Family greed and a total lack of conscience is the basis of the tale.  If you want a good read this is it.  This would be a good suspense for the theater....","03 18, 2013",A2EDWAYHHJCFL4,Charlotte H.,Great Read....,1363564800,0.0,False,5.0
